id,name,lat,lon,borough,description
101,Queens Village,40.715,-73.74,Queens,"Queens Village is a mostly residential middle class neighborhood in the eastern part of the New York City borough of Queens. It is bound by Hollis to the west, Cambria Heights to the south, the town of New Hyde Park to the east, and Oakland Gardens to the north.
Shopping in the community is located along Braddock Avenue, Hillside Avenue, Hempstead Avenue, and Jamaica Avenue (NY 25), as well as on Springfield Boulevard. Located just east of Queens Village, in Nassau County, is the Belmont Park race track.
Close to the neighborhood are Cunningham Park and Alley Pond Park, as well as the historic Long Island Motor Parkway (LIMP), home of the turn of the century racing competition, the Vanderbilt Cup. The LIMP was built by William Kissam Vanderbilt, a descendant of the family that presided over the New York Central Railroad and Western Union; it is now part of the Brooklyn-Queens Greenway.
Queens Village is located in Queens Community District 13 and its ZIP Codes are 11411, 11427, 11428, and 11429. It is patrolled by the New York City Police Department's 105th Precinct. Politically, Queens Village is represented by the New York City Council's 23rd District."
102,Rego Park,40.725,-73.86,Queens,"Rego Park is a neighborhood in the borough of Queens in New York City. Rego Park is bordered to the north by Elmhurst and Corona, to the east and south by Forest Hills, and to the west by Middle Village. Rego Park's boundaries include Queens Boulevard, the Long Island Expressway, Woodhaven Boulevard, and Yellowstone Boulevard. There is a large Jewish population in the neighborhood, which features high-rise apartment buildings and detached houses, as well as a large commercial zone.
Rego Park is located in Queens Community District 6 and its ZIP Code is 11374. It is patrolled by the New York City Police Department's 112th Precinct. Politically, Rego Park is represented by the New York City Council's 29th District and a small part of the 24th and 25th Districts."
103,Richmond Hill,40.695,-73.83,Queens,"Richmond Hill is a commercial and residential neighborhood located in the southwestern section of the borough of Queens, in New York City, New York, United States. The neighborhood is split between Queens Community Board 9 and 10. The area borders Kew Gardens and Forest Park to the north, Jamaica and South Jamaica to the east, South Ozone Park to the south, and Woodhaven and Ozone Park to the west.
Richmond Hill is known as Little India-Guyana-Trinidad and Tobago, for its large Indo-Guyanese, Indo-Trinidadian and Tobagonian, Indo-Caribbean, and Indian (especially Punjabi) immigrant population. Richmond Hill is home to a density of Roman Catholic, Eastern Orthodox, Protestant, Sikh, Hindu, Jewish, and Muslim places of worship.
Main commercial streets in the neighborhood include Jamaica Avenue, Atlantic Avenue and Liberty Avenue. The portion of the neighborhood south of Atlantic Avenue is also known as South Richmond Hill. The Long Island Rail Road provides freight access via the Montauk Branch, which runs diagonally through the neighborhood from northwest to southeast. Many residents own homes, though some also rent within small apartment buildings.
Richmond Hill is located in Queens Community District 9 and its ZIP Codes are 11418 and 11419. It is patrolled by the New York City Police Department's 102nd Precinct. Politically, Richmond Hill is represented by the New York City Council's 28th, 30th, and 32nd Districts."
104,Ridgewood,40.7,-73.9,Queens,"Ridgewood is a neighborhood in the New York City borough of Queens.  It borders the neighborhoods of Maspeth, Middle Village and Glendale, as well as the Brooklyn neighborhoods of Bushwick and East Williamsburg. Historically, the neighborhood straddled the Queens-Brooklyn boundary.
The etymology of Ridgewood's name is disputed, but may have referred to Ridgewood Reservoir, the local geography, or a road. Ridgewood was settled in the 17th century by the British, while nearby Bushwick was settled by the Dutch. The presence of the adjacent settlements led to decades of disputes over the boundary, which later became the border between Queens and Brooklyn. While Bushwick was developed rapidly in the 19th century, Ridgewood remained sparsely populated until the early 20th century, when rowhouses were built for the area's rapidly growing, predominantly German population. Ridgewood has become more ethnically diverse since the mid-20th century. Today, large parts of the neighborhood are national and city historic districts.
Ridgewood is patrolled by the New York City Police Department's 104th Precinct. Politically, Ridgewood is represented by the New York City Council's 30th District."
105,Rockaway Park,40.579,-73.841,Queens,"Rockaway Park is a neighborhood in the New York City borough of Queens. The area is on the Rockaway Peninsula, nestled between Jamaica Bay to the north and the Atlantic Ocean to the south. The neighborhood of Rockaway Beach lies on its eastern border while the community of Belle Harbor is situated on its western side. The neighborhood is part of Queens Community Board 14."
106,Rosedale,40.656,-73.74,Queens,"Rosedale is a neighborhood in New York City in the southeastern portion of the borough of Queens. The neighborhood, located along the southern part of Long Island, borders Nassau County. 
Rosedale is located in Queens Community District 13 and its ZIP Code is 11422. It is patrolled by the New York City Police Department's 105th Precinct."
107,South Jamaica,40.68,-73.79,Queens,"South Jamaica (also commonly known as ""The Southside"") is a residential neighborhood in the borough of Queens in New York City, located south of downtown Jamaica. Although a proper border has not been established, the neighborhood is a subsection of greater Jamaica bounded by the Long Island Rail Road Main Line tracks, Jamaica Avenue, or Liberty Avenue to the north; the Van Wyck Expressway on the west; Rockaway Boulevard on the south; and Merrick Boulevard on the east, adjoining the neighboring community of St. Albans. Other primary thoroughfares of South Jamaica include Baisley, Foch, Linden, Guy R. Brewer, and Sutphin Boulevards. The 180th Street Business Improvement District is responsible for the development of the area.
Considered a slum in the early 20th century, the neighborhood now consists of working-class and middle-class residents.
South Jamaica is located in Queens Community District 12 and its ZIP Codes are 11434 through 11436. It is patrolled primarily by the New York City Police Department's 113th Precinct, but also by the 103rd Precinct. Politically, South Jamaica is represented by the New York City Council's 27th and 28th Districts."
108,South Ozone Park,40.676,-73.812,Queens,"South Ozone Park is a neighborhood in the southwestern section of the New York City borough of Queens. Located north of JFK Airport, its boundaries extend from the Aqueduct Racetrack from the west to the Van Wyck Expressway in the east. Its main thoroughfare is Rockaway Boulevard. Despite its name, South Ozone Park is mostly east of the neighborhood of Ozone Park. Richmond Hill lies to the north. Jamaica, South Jamaica, and Springfield Gardens are to the east. To the southwest are Howard Beach and Old Howard Beach.Rockaway Boulevard is South Ozone Park's main business strip. There is also a high concentration of small businesses along Liberty Avenue, which is also one of South Ozone Park's main source of revenue.
South Ozone Park is located in Queens Community District 10 and its ZIP Code is 11420. It is patrolled by the New York City Police Department's 106th Precinct. Politically, South Ozone Park is represented by the New York City Council's 28th and 32nd Districts."
109,Springfield Gardens,40.66,-73.77,Queens,"Springfield Gardens is a neighborhood in the southeastern area of the New York City borough of Queens, bounded to the north by St. Albans, to the east by Laurelton and Rosedale, to the south by John F. Kennedy International Airport, and to the west by Farmers Boulevard. The neighborhood is served by Queens Community Board 12. The area, particularly east of Springfield Boulevard, is sometimes also referred to as Brookville."
110,St. Albans,40.69,-73.765,Queens,"St. Albans is a residential middle class community in the southeastern portion of the New York City borough of Queens. It is bordered by Jamaica to the northwest, Hollis to the north, Queens Village to the northeast, Cambria Heights to the east, Laurelton to the southeast, Springfield Gardens to the south, and South Jamaica to the southwest. St. Albans is centered on the intersection of Linden Boulevard and Farmers Boulevard, about two miles north of John F. Kennedy International Airport.
The small western enclave of Addisleigh Park is a U.S. historic district where many notable African Americans have lived, including Jackie Robinson, W. E. B. Du Bois, and many jazz musicians and entertainers including Fats Waller, Ella Fitzgerald, Lena Horne, and Count Basie.St. Albans is located in Queens Community District 12 and its ZIP Code is 11412. It is patrolled by the New York City Police Department's 113th Precinct. Politically, St. Albans is represented by the New York City Council's 27th and 28th Districts."
111,Sunnyside,40.743,-73.92,Queens,"Sunnyside is a neighborhood in the western portion of the New York City borough of Queens. It shares borders with Hunters Point and Long Island City to the west, Astoria to the north, Woodside to the east and Maspeth to the south. It contains the Sunnyside Gardens Historic District, one of the first planned communities in the United States.The name ""Sunnyside"" originates with the Bragaw family, French Huguenots who had purchased the land in 1713 and named their estate ""Sunnyside Hill"". Sunnyside was a rural hamlet mostly consisting of small farms and marshland. It was incorporated into Long Island City in 1870, and developed into a bedroom community after the Queensboro Bridge was completed in 1909. A large portion of the neighborhood is six-story apartment buildings constructed during the 1920s and 1930s.
Sunnyside is located in Queens Community District 2 and its ZIP Codes are 11101, 11104, and 11377. It is patrolled by the New York City Police Department's 108th Precinct. Politically, Sunnyside is represented by the New York City Council's 26th District."
112,Whitestone,40.79,-73.81,Queens,"Whitestone is an upper-middle-class to upper-class residential neighborhood in the northernmost part of the New York City borough of Queens. The neighborhood proper is located between the East River to the north; College Point and Whitestone Expressway to the west; Flushing and 25th Avenue to the south; and Bayside and Francis Lewis Boulevard to the east.
Whitestone contains the subsection of Malba, which is bounded to the north by the East River, to the east by the Whitestone Expressway, to the south by 14th Avenue, and to the west by 138th Street. Malba was cited in a New York Times article as one of the few ""elite enclaves"" of Queens.Whitestone is located in Queens Community District 7 and its ZIP Code is 11357. It is patrolled by the New York City Police Department's 109th Precinct. Politically, Whitestone is represented by the New York City Council's 19th District."
113,Woodhaven,40.691,-73.8525,Queens,"Woodhaven is a middle-class neighborhood located in the central section of the New York City borough of Queens. It is bordered on the north by Park Lane South and Forest Park, on the east by Richmond Hill, on the south by Ozone Park and Atlantic Avenue, and on the west by the Cypress Hills neighborhood of Brooklyn.Woodhaven, once known as Woodville, has one of the greatest tree populations in the borough and is known for its proximity to the hiking trails of Forest Park. Woodhaven contains a mixture of urban and suburban land uses, with both low-density residential and commercial sections. It retains the small-town feel of bygone days and is home to people of many different ethnicities.Woodhaven is located in Queens Community District 9 and its ZIP Code is 11421. It is patrolled by the New York City Police Department's 102nd Precinct. Politically, Woodhaven is represented by the New York City Council's 28th, 30th, and 32nd Districts."
114,Woodside,40.745,-73.905,Queens,"Woodside is a residential and commercial neighborhood in the western portion of the borough of Queens in New York City. It is bordered on the south by Maspeth, on the north by Astoria, on the west by Sunnyside, and on the east by Elmhurst, Jackson Heights, and East Elmhurst. Some areas are widely residential and very quiet, while other parts, especially the ones around Roosevelt Avenue, are busier.
In the 19th century the area was part of the Town of Newtown (now Elmhurst). The adjacent area of Winfield was largely incorporated into the post office serving Woodside and as a consequence Winfield lost much of its identity distinct from Woodside. However, with large-scale residential development in the 1860s, Woodside became the largest Irish American community in Queens, being approximately 80% Irish by the 1930s and maintaining a strong Irish culture today. In the early 1990s, many Asian American families moved into the area, with the population being 30% Asian American. South Asians and Latinos have also moved to Woodside in recent years.
Reflecting its longtime diverse foods and drink, the neighborhood is filled with many cultural restaurants and pubs. It is also home to some of the city's most popular Thai, Filipino, and South American eateries.Woodside is located in Queens Community District 2 and its ZIP Code is 11377. It is patrolled by the New York City Police Department's 108th Precinct. Politically, Woodside is represented by the New York City Council's 22nd and 26th Districts."
115,Bath Beach,40.602,-74.003,Brooklyn,"Bath Beach is a neighborhood in Brooklyn, New York City, United States. It is located at the southwestern edge of the borough on Gravesend Bay. The neighborhood borders Bensonhurst and New Utrecht to the northeast across 86th Street; Dyker Beach Park and Golf Course to the northwest across 14th Avenue; and Gravesend to the east across Stillwell Avenue."
116,Bay Ridge,40.624,-74.032,Brooklyn,"Bay Ridge is a residential neighborhood in the southwest corner of the New York City borough of Brooklyn. It is bounded by Sunset Park on the north, Dyker Heights on the east, the Narrows and the Belt Parkway on the west, and Fort Hamilton Army Base and the Verrazzano-Narrows Bridge on the south. The section of Bay Ridge south of 86th Street is sometimes considered part of a sub-neighborhood called Fort Hamilton.
Bay Ridge was formerly the westernmost portion of the town of New Utrecht, comprising two smaller villages: Yellow Hook to the north and Fort Hamilton to the south. Yellow Hook was renamed Bay Ridge in 1853 to avoid negative connotations with yellow fever at the time. Bay Ridge became developed as a rural summer resort during the mid-19th century. The arrival of the New York City Subway's Fourth Avenue Line (present-day R train) in the early 20th century led to its development as a residential neighborhood.
Bay Ridge is part of Brooklyn Community District 10 and its primary ZIP Codes are 11209 and 11220. It is patrolled by the 68th Precinct of the New York City Police Department. Politically it is represented by the New York City Council's 43rd District."
117,Bedford-Stuyvesant,40.687,-73.941,Brooklyn,"Bedford–Stuyvesant (), colloquially known as Bed–Stuy, is a neighborhood in the north-central portion of the New York City borough of Brooklyn. Bedford–Stuyvesant is bordered by Flushing Avenue to the north (bordering Williamsburg), Classon Avenue to the west (bordering Clinton Hill), Broadway to the east (bordering Bushwick and East New York), and Atlantic Avenue to the south (bordering Crown Heights and Brownsville). The main shopping street, Fulton Street runs east–west the length of the neighborhood and intersects high-traffic north–south streets including Bedford Avenue, Nostrand Avenue, and Stuyvesant Avenue. Bedford–Stuyvesant contains four smaller neighborhoods: Bedford, Stuyvesant Heights, Ocean Hill, and Weeksville (also part of Crown Heights). Part of Clinton Hill was once considered part of Bedford–Stuyvesant.
Bedford–Stuyvesant has the largest collection of intact and largely untouched Victorian architecture in the country, with roughly 8,800 buildings built before 1900. Its building stock includes many historic brownstones. These homes were developed for the expanding middle- to upper-middle class from the 1890s to the late 1910s. These homes contain highly ornamental detailing throughout their interiors and have classical architectural elements, such as brackets, quoins, fluting, finials, and elaborate frieze and cornice banding.
Since the late 1930s the neighborhood has been a major cultural center for Brooklyn's African American population. Following the construction of the Fulton Street subway line (A and ​C trains) in 1936, African Americans left an overcrowded Harlem for greater housing availability in Bedford–Stuyvesant. From Bedford–Stuyvesant, African Americans have since moved into the surrounding areas of Brooklyn, such as East New York, Crown Heights, Brownsville, and Fort Greene. 
Bedford–Stuyvesant is mostly part of Brooklyn Community District 3, though a small part is also in Community District 8. Its primary ZIP Codes are 11205, 11206, 11216, 11221, 11233, and 11238. Bedford–Stuyvesant is patrolled by the 79th and 84th Precincts of the New York City Police Department. Politically it is represented by the New York City Council's 36th District."
118,Bensonhurst,40.603,-74.002,Brooklyn,"Bensonhurst is a residential neighborhood in the southwestern section of the New York City borough of Brooklyn. The neighborhood is bordered on the northwest by 14th Avenue, on the northeast by 65th Street, on the southeast by Avenue P and 22nd Avenue, and on the southwest by 86th Street. It is adjacent to the neighborhoods of Dyker Heights to the northwest, Borough Park and Mapleton to the northeast, Bath Beach to the southwest, and Gravesend to the southeast.
Bensonhurst contains several major ethnic enclaves. It is known as a Little Italy of Brooklyn due to its large Italian-American population. Bensonhurst also has the largest population of residents born in China of any neighborhood in New York City and is now home to Brooklyn's second Chinatown. The neighborhood accounts for 9.5% of the 330,000 Chinese-born residents of the city, based on data from 2007 to 2011.Bensonhurst is part of Brooklyn Community District 11 and its primary ZIP Codes are 11204 and 11214. It is patrolled by the 62nd Precinct of the New York City Police Department. Politically it is represented by the New York City Council's 43rd, 44th, and 47th Districts."
119,Bergen Beach,40.62,-73.907,Brooklyn,"Bergen Beach is a residential neighborhood in the borough of Brooklyn, New York City. It is located on a peninsula abutting Jamaica Bay in the southeastern portion of the borough, and is bordered by Mill Basin and the neighborhood of the same name to the south and west; the neighborhood of Flatlands to the northwest; Paerdegat Basin and the neighborhood of Canarsie to the northeast; and Jamaica Bay and the Belt Parkway to the east. Bergen Beach contains a sub-neighborhood named Georgetown. The vast majority of residents are white, and the neighborhood generally has a suburban quality.
Bergen Beach was originally an island. The Canarsie Indians who occupied the area referred to it as Winnipague. The island was renamed Bergen Island for early settler Hans Hansen Bergen. From 1896 to 1919, Percy G. Williams and Thomas Adams operated an amusement park in the area. Bergen Beach was connected to the rest of Brooklyn via landfill by 1918, although development did not come for many years. In the 1960s, a housing development called ""Georgetowne"" was proposed for Bergen Beach, but it was never built due to opposition from local residents. As a result, much of Bergen Beach was not fully developed until the 1990s.
Bergen Beach is part of Brooklyn Community District 18, and its primary ZIP Code is 11234. It is patrolled by the 63rd Precinct of the New York City Police Department."
120,Boerum Hill,40.685,-73.98444444,Brooklyn,"Boerum Hill (pronounced BORE-um) is a small neighborhood in the northwestern portion of the New York City borough of Brooklyn, bounded by Schermerhorn Street to the north and Fourth Avenue to the east. The western border is variously given as either Smith or Court Streets, and Warren or Wyckoff Streets as the southern edge.Smith Street and Atlantic Avenue are the neighborhood's main commercial districts. The Brooklyn High School of the Arts is in the neighborhood on Dean Street and Third Avenue. The neighborhood is part of Brooklyn Community District 2 and is served by the NYPD's 84th Precinct."
121,Borough Park,40.634,-73.993,Brooklyn,"Borough Park (also spelled Boro Park) is a neighborhood in the southwestern part of the borough of Brooklyn, in New York City. The neighborhood is bordered by Bensonhurst to the south, Bay Ridge to the southwest, Sunset Park to the west, Kensington and Green-Wood Cemetery to the northeast, Flatbush to the east, and Midwood to the southeast.
Borough Park is home to one of the largest Orthodox Jewish communities outside Israel, with one of the largest concentrations of Jews in the United States, and Orthodox traditions rivaling many insular communities. As the average number of children in Orthodox and Haredi families is 6.72, Borough Park is experiencing a sharp growth in population. It is an economically diverse neighborhood.
Borough Park is part of Brooklyn Community District 12 and its primary ZIP Code is 11219. It is patrolled by the 66th Precinct of the New York City Police Department. Politically it is represented by the New York City Council's 38th, 39th, and 44th Districts."
122,Brighton Beach,40.58,-73.96,Brooklyn,"Brighton Beach is a neighborhood in the southern portion of the New York City borough of Brooklyn, within the greater Coney Island area along the Atlantic Ocean coastline. Brighton Beach is bounded by Coney Island proper at Ocean Parkway to the west, Manhattan Beach at Corbin Place to the east, Sheepshead Bay at the Belt Parkway to the north, and the Atlantic Ocean to the south along the beach and boardwalk.
It is known for its high population of Russian-speaking immigrants, and as a summer destination for New York City residents due to its beaches along the Atlantic Ocean and its proximity to the amusement parks in Coney Island.
Brighton Beach is part of Brooklyn Community District 13 and its primary ZIP Code is 11235. It is patrolled by the 60th Precinct of the New York City Police Department. Politically, Brighton Beach is represented by the New York City Council's 48th District."
123,Brooklyn Heights,40.696,-73.995,Brooklyn,"Brooklyn Heights is an affluent residential neighborhood within the New York City borough of Brooklyn. The neighborhood is bounded by Old Fulton Street near the Brooklyn Bridge on the north, Cadman Plaza West on the east, Atlantic Avenue on the south, and the Brooklyn–Queens Expressway or the East River on the west. Adjacent neighborhoods are Dumbo to the north, Downtown Brooklyn to the east, and Cobble Hill and Boerum Hill to the south.
Originally referred to as Brooklyn Village, it has been a prominent area of Brooklyn since 1834. The neighborhood is noted for its low-rise architecture and its many brownstone rowhouses, most of them built prior to the Civil War. It also has an abundance of notable churches and other religious institutions. Brooklyn's first art gallery, the Brooklyn Arts Gallery, was opened in Brooklyn Heights in 1958. In 1965, a large part of Brooklyn Heights was protected from unchecked development by the creation of the Brooklyn Heights Historic District, the first such district in New York City. The district was added to the National Register of Historic Places in 1966.
Directly across the East River from Manhattan and connected to it by subways and regular ferry service, Brooklyn Heights is also easily accessible from Downtown Brooklyn. Columbia Heights, an upscale six-block-long street next to the Brooklyn Heights Promenade, is sometimes considered to be its own neighborhood.
Brooklyn Heights is part of Brooklyn Community District 2 and its primary ZIP Code is 11201. It is patrolled by the 84th Precinct of the New York City Police Department.  The New York City Fire Department operates two fire stations near Brooklyn Heights: Engine Company 205/Ladder Company 118 at 74 Middagh Street, and Engine Company 224 at 274 Hicks Street."
124,Brownsville,40.662,-73.909,Brooklyn,"Brownsville is a residential neighborhood located in eastern Brooklyn in New York City. The neighborhood is generally bordered by Crown Heights to the northwest; Bedford–Stuyvesant and Cypress Hills to the north; East New York to the east; Canarsie to the south; and East Flatbush to the west.
The 1.163-square-mile (3.01 km2) area that comprises Brownsville has 58,300 residents as of the 2010 United States Census. Founded in its current incarnation in 1858, Brownsville was initially a settlement composed of Jewish factory workers. The neighborhood underwent a major demographic change in the 1950s that saw an influx of African-American and Latino residents. Since the late 20th century, Brownsville has consistently held one of the highest poverty and crime rates of any neighborhood in New York City.
Brownsville is part of Brooklyn Community District 16 and its primary ZIP Codes are 11212 and 11233. It is patrolled by the 73rd Precinct of the New York City Police Department. Politically it is represented by the New York City Council's 42nd and 41st Districts."
125,Bushwick,40.697,-73.917,Brooklyn,"Bushwick is a working-class neighborhood in the northern part of the New York City borough of Brooklyn. It is bounded by the neighborhood of Ridgewood, Queens, to the northeast; Williamsburg to the northwest; East New York and the cemeteries of Highland Park to the southeast; Brownsville to the south; and Bedford–Stuyvesant to the southwest.The town was first founded by the Dutch during the Dutch colonization of the Americas in the 17th century. In the 19th century, the neighborhood became a community of German immigrants and their descendants; by the late 20th century, it became predominantly Hispanic as another wave of immigrants arrived. Formerly Brooklyn's 18th Ward, the neighborhood was once an independent town and has undergone various territorial changes throughout its history.
Bushwick is part of Brooklyn Community District 4 and its primary ZIP Codes are 11206, 11207, 11221, and 11237. It is patrolled by the 83rd Precinct of the New York City Police Department. Politically it is represented by the New York City Council's 34th and 37th Districts."
126,Canarsie,40.64,-73.902,Brooklyn,"Canarsie ( kə-NAR-see) is a mostly residential neighborhood in the southeastern portion of the borough of Brooklyn, in New York City, United States. Canarsie is bordered on the east by Fresh Creek Basin and East 108th Street; on the north by Linden Boulevard; on the west by Ralph Avenue; on the southwest by Paerdegat Basin; and on the south by Jamaica Bay. It is adjacent to the neighborhoods of East Flatbush to the west, Flatlands and Bergen Beach to the southwest, Starrett City to the east, East New York to the northeast, and Brownsville to the north.
The area near Canarsie was originally settled by the Canarse Native Americans. The community's name is adapted from a Lenape word meaning ""fenced area"". After European settlement, Canarsie was initially a fishing community, but became a popular summer resort in the late 19th and early 20th centuries. By the late 1930s and early 1940, the resorts had been destroyed, and Canarsie was developed as a largely white Italian American and Jewish suburb. In the 1970s, racial tensions developed around an argument over the zoning of the area's schools, and in the aftermath, Canarsie became a mainly black neighborhood with a high Caribbean and West Indian population in the late 1990s.
Canarsie is part of Brooklyn Community District 18 and its primary ZIP Code is 11236. It is patrolled by the 69th Precinct of the New York City Police Department. Fire services are provided by the New York City Fire Department's Engine Co. 257/Ladder Co. 170/Battalion 58. Politically it is represented by the New York City Council's 42nd and 46th Districts."
127,Carroll Gardens,40.681,-73.998,Brooklyn,"Carroll Gardens is a neighborhood in the northwestern portion of the New York City borough of Brooklyn. Taking up around 40 city blocks, it is bounded by Degraw and Warren Streets (north), Hoyt and Smith Streets (east), Ninth Street or the Gowanus Expressway (south), and Interstate 278, the Gowanus and Brooklyn–Queens Expressways (west). The neighborhoods that surround it are Cobble Hill to the northwest, Boerum Hill to the northeast, Gowanus to the east, Red Hook to the south and southwest, and the Columbia Street Waterfront District to the west.Originally considered to be part of the area once known as South Brooklyn (or, more specifically, Red Hook), the area started to have its own identity in the 1960s. The neighborhood was named after Charles Carroll, the only Roman Catholic signer of the Declaration of Independence, and whose name was already attached to Carroll Street and Carroll Park. The name also reflects the large front gardens of brownstones in the Carroll Gardens Historic District and elsewhere in the neighborhood. Despite having an Irish surname, in recent times it has been known as an Italian American neighborhood.
Carroll Gardens is part of Brooklyn Community District 6, and its primary ZIP Code is 11231. It is patrolled by the 76th Precinct of the New York City Police Department. and is served by the New York City Fire Department's Engine Company 204 and Engine Company 216/Ladder Company 108. Politically, Carroll Gardens is represented by the New York City Council's 39th District."
128,Cobble Hill,40.68819444,-73.99594444,Brooklyn,"Cobble Hill is a neighborhood in the northwestern portion of the New York City borough of Brooklyn. A small neighborhood comprising 40 blocks, Cobble Hill sits adjacent to Brooklyn Heights to the north, Boerum Hill to the east, Carroll Gardens to the south, and the Columbia Street Waterfront District to the west. It is bounded by Atlantic Avenue (north), Court Street (east), Degraw Street (south) and the Brooklyn Queens Expressway (west). Other sources add to the neighborhood a rectangle bounded by Wyckoff Street on the north, Hoyt Street on the east, Degraw Street on the south, and Court Street on the west.Through its early history, the area now called ""Cobble Hill"" was considered to be part of South Brooklyn, Red Hook, or simply the Sixth Ward, or as part of Brooklyn Heights. The current name, a revival of a name which had died out by the 1880s, was adopted in 1959. Much of the neighborhood, which has ""one of the city's finest collections of nineteenth-century houses"", is included in the Cobble Hill Historic District.
Cobble Hill is part of Brooklyn Community District 6 and its ZIP Codes are 11201 and 11231. It is served by the 76th Precinct of the New York City Police Department at 191 Union Street. Fire services are provided by the New York City Fire Department's Engine Company 206 and Ladder Company 108, located in nearby Carroll Gardens."
129,Coney Island,40.574,-73.978,Brooklyn,"Coney Island is a residential and commercial neighborhood and entertainment area, located on a peninsula in the southwestern part of the borough of Brooklyn in New York City. The neighborhood is bounded by Manhattan Beach to its east, Lower New York Bay to the south and west, and Gravesend to the north, and includes the subsections of Sea Gate to its west and Brighton Beach to its east. Coney Island was formerly the westernmost of the Outer Barrier islands on the southern shore of Long Island, but in the early 20th century it became a peninsula, connected to the rest of Long Island by land fill.
The origin of Coney Island's name is disputed, but the area was originally part of the colonial town of Gravesend. By the mid-19th century it had become a seaside resort, and by the late 19th century, amusement parks had also been built at the location. The attractions reached a historical peak during the first half of the 20th century. However, they declined in popularity after World War II, and following years of neglect, several structures were torn down. Various redevelopment projects were proposed for Coney Island in the 1970s through the 2000s, though most of these were not carried out. The area was revitalized with the opening of MCU Park in 2001 and several amusement rides in the 2010s.
Coney Island has 31,965 residents as of the 2010 United States Census. The neighborhood is ethnically diverse, and the neighborhood's poverty rate of 27% is slightly higher than that of the city as a whole.
Coney Island is part of Brooklyn Community District 13 and its primary ZIP Code is 11224. It is patrolled by the 60th Precinct of the New York City Police Department. Fire services are provided by the New York City Fire Department's Engine 245/Ladder 161/Battalion 43 and Engine 318/Ladder 166. Politically, Coney Island is represented by the New York City Council's 47th District. The area is well served by the New York City Subway and local bus routes, and contains several public elementary and middle schools."
130,Crown Heights,40.673,-73.946,Brooklyn,"Crown Heights is a neighborhood in the central portion of the New York City borough of Brooklyn. Crown Heights is bounded by Washington Avenue to the west, Atlantic Avenue to the north, Ralph Avenue to the east, and Empire Boulevard/East New York Avenue to the south. It is about 1 mile (1.6 km) wide and 2 miles (3.2 km) long. Neighborhoods bordering Crown Heights include Prospect Heights to the west, Flatbush and Prospect Lefferts Gardens to the south, Brownsville to the east, and Bedford-Stuyvesant to the north.
The main thoroughfare through this neighborhood is Eastern Parkway, a tree-lined boulevard designed by Frederick Law Olmsted extending 2 miles (3.2 kilometres) east–west. Originally, the area was known as Crow Hill. It was a succession of hills running east and west from Utica Avenue to Washington Avenue, and south to Empire Boulevard and East New York Avenue. The name was changed when Crown Street was cut through in 1916.The northern half of Crown Heights is part of Brooklyn Community District 8 and is patrolled by the 77th Precinct of the New York City Police Department (NYPD). The southern half is part of Brooklyn Community District 9 and is patrolled by the 71st Precinct of the NYPD. Crown Heights's primary ZIP Codes are 11213, 11216, 11233, 11238, and 11225. Politically, it is represented by the New York City Council's 35th, 36th, and 41st Districts."
131,Cypress Hills,40.67,-73.89,Brooklyn,"East New York is a residential neighborhood in the eastern section of the borough of Brooklyn in New York City, United States. Its boundaries, starting from the north and moving clockwise, are roughly the Cemetery Belt and the Queens borough line to the north; the Queens borough line to the east; Jamaica Bay to the south, and the Bay Ridge Branch railroad tracks and Van Sinderen Avenue to the west. Linden Boulevard, Pennsylvania Avenue, and Atlantic Avenue are the primary thoroughfares through East New York.
East New York was founded as the Town of New Lots in the 1650s. It was annexed as the 26th Ward of the rapidly growing City of Brooklyn in 1886, and became part of New York City in 1898. During the latter part of the twentieth century, East New York came to be predominantly inhabited by African Americans and Latinos.
East New York is part of Brooklyn Community District 5, and its primary ZIP Codes are 11207, 11208, and 11239. It is patrolled by the 75th Precinct of the New York City Police Department. New York City Housing Authority (NYCHA) property in the area is patrolled by P.S.A. 2. Politically it is represented by the New York City Council's 37th and 42nd Districts."
132,Downtown Brooklyn,40.694,-73.986,Brooklyn,"Downtown Brooklyn is the third largest central business district in New York City, United States (following Midtown Manhattan and Lower Manhattan), and is located in the northwestern section of the borough of Brooklyn. The neighborhood is known for its office and residential buildings, such as the Williamsburgh Savings Bank Tower and the MetroTech Center office complex. 
Since the rezoning of Downtown Brooklyn in 2004, the area has been undergoing a transformation, with $9 billion of private investment and $300 million in public improvements underway. The area is a growing hub for education. In 2017, New York University announced that it would invest over $500 million to renovate and expand the NYU Tandon School of Engineering and its surrounding Downtown Brooklyn-based campus.Downtown Brooklyn is part of Brooklyn Community District 2 and its primary ZIP Codes are 11201 and 11217. It is patrolled by the 84th Precinct of the New York City Police Department."
